infinitive,infinitive_english,indicative__present__form_1s,indicative__present__form_2s,indicative__present__form_3s,indicative__present__form_1p,indicative__present__form_2p,indicative__present__form_3p,indicative__present__gerund,indicative__present__pastparticiple,indicative__future__form_1s,indicative__future__form_2s,indicative__future__form_3s,indicative__future__form_1p,indicative__future__form_2p,indicative__future__form_3p,indicative__future__gerund,indicative__future__pastparticiple,indicative__imperfect__form_1s,indicative__imperfect__form_2s,indicative__imperfect__form_3s,indicative__imperfect__form_1p,indicative__imperfect__form_2p,indicative__imperfect__form_3p,indicative__imperfect__gerund,indicative__imperfect__pastparticiple,indicative__preterite__form_1s,indicative__preterite__form_2s,indicative__preterite__form_3s,indicative__preterite__form_1p,indicative__preterite__form_2p,indicative__preterite__form_3p,indicative__preterite__gerund,indicative__preterite__pastparticiple,indicative__conditional__form_1s,indicative__conditional__form_2s,indicative__conditional__form_3s,indicative__conditional__form_1p,indicative__conditional__form_2p,indicative__conditional__form_3p,indicative__conditional__gerund,indicative__conditional__pastparticiple,indicative__present_perfect__form_1s,indicative__present_perfect__form_2s,indicative__present_perfect__form_3s,indicative__present_perfect__form_1p,indicative__present_perfect__form_2p,indicative__present_perfect__form_3p,indicative__present_perfect__gerund,indicative__present_perfect__pastparticiple,indicative__future_perfect__form_1s,indicative__future_perfect__form_2s,indicative__future_perfect__form_3s,indicative__future_perfect__form_1p,indicative__future_perfect__form_2p,indicative__future_perfect__form_3p,indicative__future_perfect__gerund,indicative__future_perfect__pastparticiple,indicative__past_perfect__form_1s,indicative__past_perfect__form_2s,indicative__past_perfect__form_3s,indicative__past_perfect__form_1p,indicative__past_perfect__form_2p,indicative__past_perfect__form_3p,indicative__past_perfect__gerund,indicative__past_perfect__pastparticiple,indicative__preterite_(archaic)__form_1s,indicative__preterite_(archaic)__form_2s,indicative__preterite_(archaic)__form_3s,indicative__preterite_(archaic)__form_1p,indicative__preterite_(archaic)__form_2p,indicative__preterite_(archaic)__form_3p,indicative__preterite_(archaic)__gerund,indicative__preterite_(archaic)__pastparticiple,indicative__conditional_perfect__form_1s,indicative__conditional_perfect__form_2s,indicative__conditional_perfect__form_3s,indicative__conditional_perfect__form_1p,indicative__conditional_perfect__form_2p,indicative__conditional_perfect__form_3p,indicative__conditional_perfect__gerund,indicative__conditional_perfect__pastparticiple,subjunctive__present__form_1s,subjunctive__present__form_2s,subjunctive__present__form_3s,subjunctive__present__form_1p,subjunctive__present__form_2p,subjunctive__present__form_3p,subjunctive__present__gerund,subjunctive__present__pastparticiple,subjunctive__imperfect__form_1s,subjunctive__imperfect__form_2s,subjunctive__imperfect__form_3s,subjunctive__imperfect__form_1p,subjunctive__imperfect__form_2p,subjunctive__imperfect__form_3p,subjunctive__imperfect__gerund,subjunctive__imperfect__pastparticiple,subjunctive__future__form_1s,subjunctive__future__form_2s,subjunctive__future__form_3s,subjunctive__future__form_1p,subjunctive__future__form_2p,subjunctive__future__form_3p,subjunctive__future__gerund,subjunctive__future__pastparticiple,subjunctive__present_perfect__form_1s,subjunctive__present_perfect__form_2s,subjunctive__present_perfect__form_3s,subjunctive__present_perfect__form_1p,subjunctive__present_perfect__form_2p,subjunctive__present_perfect__form_3p,subjunctive__present_perfect__gerund,subjunctive__present_perfect__pastparticiple,subjunctive__future_perfect__form_1s,subjunctive__future_perfect__form_2s,subjunctive__future_perfect__form_3s,subjunctive__future_perfect__form_1p,subjunctive__future_perfect__form_2p,subjunctive__future_perfect__form_3p,subjunctive__future_perfect__gerund,subjunctive__future_perfect__pastparticiple,subjunctive__past_perfect__form_1s,subjunctive__past_perfect__form_2s,subjunctive__past_perfect__form_3s,subjunctive__past_perfect__form_1p,subjunctive__past_perfect__form_2p,subjunctive__past_perfect__form_3p,subjunctive__past_perfect__gerund,subjunctive__past_perfect__pastparticiple,imperative_affirmative__present__form_2s,imperative_affirmative__present__form_3s,imperative_affirmative__present__form_2p,imperative_affirmative__present__form_3p,imperative_affirmative__present__gerund,imperative_affirmative__present__pastparticiple,imperative_negative__present__form_2s,imperative_negative__present__form_3s,imperative_negative__present__form_2p,imperative_negative__present__form_3p,imperative_negative__present__gerund,imperative_negative__present__pastparticiple,infinitive_simple,id
anunciar,to announce,anuncio,anuncias,anuncia,anunciamos,anunciáis,anuncian,anunciando,anunciado,anunciaré,anunciarás,anunciará,anunciaremos,anunciaréis,anunciarán,anunciando,anunciado,anunciaba,anunciabas,anunciaba,anunciábamos,anunciabais,anunciaban,anunciando,anunciado,anuncié,anunciaste,anunció,anunciamos,anunciasteis,anunciaron,anunciando,anunciado,anunciaría,anunciarías,anunciaría,anunciaríamos,anunciaríais,anunciarían,anunciando,anunciado,he anunciado,has anunciado,ha anunciado,hemos anunciado,habéis anunciado,han anunciado,anunciando,anunciado,habré anunciado,habrás anunciado,habrá anunciado,habremos anunciado,habréis anunciado,habrán anunciado,anunciando,anunciado,había anunciado,habías anunciado,había anunciado,habíamos anunciado,habíais anunciado,habían anunciado,anunciando,anunciado,hube anunciado,hubiste anunciado,hubo anunciado,hubimos anunciado,hubisteis anunciado,hubieron anunciado,anunciando,anunciado,habría anunciado,habrías anunciado,habría anunciado,habríamos anunciado,habríais anunciado,habrían anunciado,anunciando,anunciado,anuncie,anuncies,anuncie,anunciemos,anunciéis,anuncien,anunciando,anunciado,anunciara,anunciaras,anunciara,anunciáramos,anunciarais,anunciaran,anunciando,anunciado,anunciare,anunciares,anunciare,anunciáremos,anunciareis,anunciaren,anunciando,anunciado,haya anunciado,hayas anunciado,haya anunciado,hayamos anunciado,hayáis anunciado,hayan anunciado,anunciando,anunciado,hubiere anunciado,hubieres anunciado,hubiere anunciado,hubiéremos anunciado,hubiereis anunciado,hubieren anunciado,anunciando,anunciado,hubiera anunciado,hubieras anunciado,hubiera anunciado,hubiéramos anunciado,hubierais anunciado,hubieran anunciado,anunciando,anunciado,anuncia,anunciad,anuncie,anuncien,anunciando,anunciado,no anuncies,no anunciéis,no anuncie,no anuncien,anunciando,anunciado,anunciar,53
añadir,to add; to increase,añado,añades,añade,añadimos,añadís,añaden,añadiendo,añadido,añadiré,añadirás,añadirá,añadiremos,añadiréis,añadirán,añadiendo,añadido,añadía,añadías,añadía,añadíamos,añadíais,añadían,añadiendo,añadido,añadí,añadiste,añadió,añadimos,añadisteis,añadieron,añadiendo,añadido,añadiría,añadirías,añadiría,añadiríamos,añadiríais,añadirían,añadiendo,añadido,he añadido,has añadido,ha añadido,hemos añadido,habéis añadido,han añadido,añadiendo,añadido,habré añadido,habrás añadido,habrá añadido,habremos añadido,habréis añadido,habrán añadido,añadiendo,añadido,había añadido,habías añadido,había añadido,habíamos añadido,habíais añadido,habían añadido,añadiendo,añadido,hube añadido,hubiste añadido,hubo añadido,hubimos añadido,hubisteis añadido,hubieron añadido,añadiendo,añadido,habría añadido,habrías añadido,habría añadido,habríamos añadido,habríais añadido,habrían añadido,añadiendo,añadido,añada,añadas,añada,añadamos,añadáis,añadan,añadiendo,añadido,añadiera,añadieras,añadiera,añadiéramos,añadierais,añadieran,añadiendo,añadido,añadiere,añadieres,añadiere,añadiéremos,añadiereis,añadieren,añadiendo,añadido,haya añadido,hayas añadido,haya añadido,hayamos añadido,hayáis añadido,hayan añadido,añadiendo,añadido,hubiere añadido,hubieres añadido,hubiere añadido,hubiéremos añadido,hubiereis añadido,hubieren añadido,añadiendo,añadido,hubiera añadido,hubieras añadido,hubiera añadido,hubiéramos añadido,hubierais añadido,hubieran añadido,añadiendo,añadido,añade,añadid,añada,añadan,añadiendo,añadido,no añadas,no añadáis,no añada,no añadan,añadiendo,añadido,aadir,54
apagar,"to extinguish, put out, turn off",apago,apagas,apaga,apagamos,apagáis,apagan,apagando,apagado,apagaré,apagarás,apagará,apagaremos,apagaréis,apagarán,apagando,apagado,apagaba,apagabas,apagaba,apagábamos,apagabais,apagaban,apagando,apagado,apagué,apagaste,apagó,apagamos,apagasteis,apagaron,apagando,apagado,apagaría,apagarías,apagaría,apagaríamos,apagaríais,apagarían,apagando,apagado,he apagado,has apagado,ha apagado,hemos apagado,habéis apagado,han apagado,apagando,apagado,habré apagado,habrás apagado,habrá apagado,habremos apagado,habréis apagado,habrán apagado,apagando,apagado,había apagado,habías apagado,había apagado,habíamos apagado,habíais apagado,habían apagado,apagando,apagado,hube apagado,hubiste apagado,hubo apagado,hubimos apagado,hubisteis apagado,hubieron apagado,apagando,apagado,habría apagado,habrías apagado,habría apagado,habríamos apagado,habríais apagado,habrían apagado,apagando,apagado,apague,apagues,apague,apaguemos,apaguéis,apaguen,apagando,apagado,apagara,apagaras,apagara,apagáramos,apagarais,apagaran,apagando,apagado,apagare,apagares,apagare,apagáremos,apagareis,apagaren,apagando,apagado,haya apagado,hayas apagado,haya apagado,hayamos apagado,hayáis apagado,hayan apagado,apagando,apagado,hubiere apagado,hubieres apagado,hubiere apagado,hubiéremos apagado,hubiereis apagado,hubieren apagado,apagando,apagado,hubiera apagado,hubieras apagado,hubiera apagado,hubiéramos apagado,hubierais apagado,hubieran apagado,apagando,apagado,apaga,apagad,apague,apaguen,apagando,apagado,no apagues,no apaguéis,no apague,no apaguen,apagando,apagado,apagar,55
apoyar,"to support, hold up, prop up; to back",apoyo,apoyas,apoya,apoyamos,apoyáis,apoyan,apoyando,apoyado,apoyaré,apoyarás,apoyará,apoyaremos,apoyaréis,apoyarán,apoyando,apoyado,apoyaba,apoyabas,apoyaba,apoyábamos,apoyabais,apoyaban,apoyando,apoyado,apoyé,apoyaste,apoyó,apoyamos,apoyasteis,apoyaron,apoyando,apoyado,apoyaría,apoyarías,apoyaría,apoyaríamos,apoyaríais,apoyarían,apoyando,apoyado,he apoyado,has apoyado,ha apoyado,hemos apoyado,habéis apoyado,han apoyado,apoyando,apoyado,habré apoyado,habrás apoyado,habrá apoyado,habremos apoyado,habréis apoyado,habrán apoyado,apoyando,apoyado,había apoyado,habías apoyado,había apoyado,habíamos apoyado,habíais apoyado,habían apoyado,apoyando,apoyado,hube apoyado,hubiste apoyado,hubo apoyado,hubimos apoyado,hubisteis apoyado,hubieron apoyado,apoyando,apoyado,habría apoyado,habrías apoyado,habría apoyado,habríamos apoyado,habríais apoyado,habrían apoyado,apoyando,apoyado,apoye,apoyes,apoye,apoyemos,apoyéis,apoyen,apoyando,apoyado,apoyara,apoyaras,apoyara,apoyáramos,apoyarais,apoyaran,apoyando,apoyado,apoyare,apoyares,apoyare,apoyáremos,apoyareis,apoyaren,apoyando,apoyado,haya apoyado,hayas apoyado,haya apoyado,hayamos apoyado,hayáis apoyado,hayan apoyado,apoyando,apoyado,hubiere apoyado,hubieres apoyado,hubiere apoyado,hubiéremos apoyado,hubiereis apoyado,hubieren apoyado,apoyando,apoyado,hubiera apoyado,hubieras apoyado,hubiera apoyado,hubiéramos apoyado,hubierais apoyado,hubieran apoyado,apoyando,apoyado,apoya,apoyad,apoye,apoyen,apoyando,apoyado,no apoyes,no apoyéis,no apoye,no apoyen,apoyando,apoyado,apoyar,56
aparecer,to appear,aparezco,apareces,aparece,aparecemos,aparecéis,aparecen,apareciendo,aparecido,apareceré,aparecerás,aparecerá,apareceremos,apareceréis,aparecerán,apareciendo,aparecido,aparecía,aparecías,aparecía,aparecíamos,aparecíais,aparecían,apareciendo,aparecido,aparecí,apareciste,apareció,aparecimos,aparecisteis,aparecieron,apareciendo,aparecido,aparecería,aparecerías,aparecería,apareceríamos,apareceríais,aparecerían,apareciendo,aparecido,he aparecido,has aparecido,ha aparecido,hemos aparecido,habéis aparecido,han aparecido,apareciendo,aparecido,habré aparecido,habrás aparecido,habrá aparecido,habremos aparecido,habréis aparecido,habrán aparecido,apareciendo,aparecido,había aparecido,habías aparecido,había aparecido,habíamos aparecido,habíais aparecido,habían aparecido,apareciendo,aparecido,hube aparecido,hubiste aparecido,hubo aparecido,hubimos aparecido,hubisteis aparecido,hubieron aparecido,apareciendo,aparecido,habría aparecido,habrías aparecido,habría aparecido,habríamos aparecido,habríais aparecido,habrían aparecido,apareciendo,aparecido,aparezca,aparezcas,aparezca,aparezcamos,aparezcáis,aparezcan,apareciendo,aparecido,apareciera,aparecieras,apareciera,apareciéramos,aparecierais,aparecieran,apareciendo,aparecido,apareciere,aparecieres,apareciere,apareciéremos,apareciereis,aparecieren,apareciendo,aparecido,haya aparecido,hayas aparecido,haya aparecido,hayamos aparecido,hayáis aparecido,hayan aparecido,apareciendo,aparecido,hubiere aparecido,hubieres aparecido,hubiere aparecido,hubiéremos aparecido,hubiereis aparecido,hubieren aparecido,apareciendo,aparecido,hubiera aparecido,hubieras aparecido,hubiera aparecido,hubiéramos aparecido,hubierais aparecido,hubieran aparecido,apareciendo,aparecido,aparece,apareced,aparezca,aparezcan,apareciendo,aparecido,no aparezcas,no aparezcáis,no aparezca,no aparezcan,apareciendo,aparecido,aparecer,57
aplaudir,"to applaud, cheer, clap",aplaudo,aplaudes,aplaude,aplaudimos,aplaudís,aplauden,aplaudiendo,aplaudido,aplaudiré,aplaudirás,aplaudirá,aplaudiremos,aplaudiréis,aplaudirán,aplaudiendo,aplaudido,aplaudía,aplaudías,aplaudía,aplaudíamos,aplaudíais,aplaudían,aplaudiendo,aplaudido,aplaudí,aplaudiste,aplaudió,aplaudimos,aplaudisteis,aplaudieron,aplaudiendo,aplaudido,aplaudiría,aplaudirías,aplaudiría,aplaudiríamos,aplaudiríais,aplaudirían,aplaudiendo,aplaudido,he aplaudido,has aplaudido,ha aplaudido,hemos aplaudido,habéis aplaudido,han aplaudido,aplaudiendo,aplaudido,habré aplaudido,habrás aplaudido,habrá aplaudido,habremos aplaudido,habréis aplaudido,habrán aplaudido,aplaudiendo,aplaudido,había aplaudido,habías aplaudido,había aplaudido,habíamos aplaudido,habíais aplaudido,habían aplaudido,aplaudiendo,aplaudido,hube aplaudido,hubiste aplaudido,hubo aplaudido,hubimos aplaudido,hubisteis aplaudido,hubieron aplaudido,aplaudiendo,aplaudido,habría aplaudido,habrías aplaudido,habría aplaudido,habríamos aplaudido,habríais aplaudido,habrían aplaudido,aplaudiendo,aplaudido,aplauda,aplaudas,aplauda,aplaudamos,aplaudáis,aplaudan,aplaudiendo,aplaudido,aplaudiera,aplaudieras,aplaudiera,aplaudiéramos,aplaudierais,aplaudieran,aplaudiendo,aplaudido,aplaudiere,aplaudieres,aplaudiere,aplaudiéremos,aplaudiereis,aplaudieren,aplaudiendo,aplaudido,haya aplaudido,hayas aplaudido,haya aplaudido,hayamos aplaudido,hayáis aplaudido,hayan aplaudido,aplaudiendo,aplaudido,hubiere aplaudido,hubieres aplaudido,hubiere aplaudido,hubiéremos aplaudido,hubiereis aplaudido,hubieren aplaudido,aplaudiendo,aplaudido,hubiera aplaudido,hubieras aplaudido,hubiera aplaudido,hubiéramos aplaudido,hubierais aplaudido,hubieran aplaudido,aplaudiendo,aplaudido,aplaude,aplaudid,aplauda,aplaudan,aplaudiendo,aplaudido,no aplaudas,no aplaudáis,no aplauda,no aplaudan,aplaudiendo,aplaudido,aplaudir,58
aplicar,to apply,aplico,aplicas,aplica,aplicamos,aplicáis,aplican,aplicando,aplicado,aplicaré,aplicarás,aplicará,aplicaremos,aplicaréis,aplicarán,aplicando,aplicado,aplicaba,aplicabas,aplicaba,aplicábamos,aplicabais,aplicaban,aplicando,aplicado,apliqué,aplicaste,aplicó,aplicamos,aplicasteis,aplicaron,aplicando,aplicado,aplicaría,aplicarías,aplicaría,aplicaríamos,aplicaríais,aplicarían,aplicando,aplicado,he aplicado,has aplicado,ha aplicado,hemos aplicado,habéis aplicado,han aplicado,aplicando,aplicado,habré aplicado,habrás aplicado,habrá aplicado,habremos aplicado,habréis aplicado,habrán aplicado,aplicando,aplicado,había aplicado,habías aplicado,había aplicado,habíamos aplicado,habíais aplicado,habían aplicado,aplicando,aplicado,hube aplicado,hubiste aplicado,hubo aplicado,hubimos aplicado,hubisteis aplicado,hubieron aplicado,aplicando,aplicado,habría aplicado,habrías aplicado,habría aplicado,habríamos aplicado,habríais aplicado,habrían aplicado,aplicando,aplicado,aplique,apliques,aplique,apliquemos,apliquéis,apliquen,aplicando,aplicado,aplicara,aplicaras,aplicara,aplicáramos,aplicarais,aplicaran,aplicando,aplicado,aplicare,aplicares,aplicare,aplicáremos,aplicareis,aplicaren,aplicando,aplicado,haya aplicado,hayas aplicado,haya aplicado,hayamos aplicado,hayáis aplicado,hayan aplicado,aplicando,aplicado,hubiere aplicado,hubieres aplicado,hubiere aplicado,hubiéremos aplicado,hubiereis aplicado,hubieren aplicado,aplicando,aplicado,hubiera aplicado,hubieras aplicado,hubiera aplicado,hubiéramos aplicado,hubierais aplicado,hubieran aplicado,aplicando,aplicado,aplica,aplicad,aplique,apliquen,aplicando,aplicado,no apliques,no apliquéis,no aplique,no apliquen,aplicando,aplicado,aplicar,59
apostar,"to bet, wager",apuesto,apuestas,apuesta,apostamos,apostáis,apuestan,apostando,apostado,apostaré,apostarás,apostará,apostaremos,apostaréis,apostarán,apostando,apostado,apostaba,apostabas,apostaba,apostábamos,apostabais,apostaban,apostando,apostado,aposté,apostaste,apostó,apostamos,apostasteis,apostaron,apostando,apostado,apostaría,apostarías,apostaría,apostaríamos,apostaríais,apostarían,apostando,apostado,he apostado,has apostado,ha apostado,hemos apostado,habéis apostado,han apostado,apostando,apostado,habré apostado,habrás apostado,habrá apostado,habremos apostado,habréis apostado,habrán apostado,apostando,apostado,había apostado,habías apostado,había apostado,habíamos apostado,habíais apostado,habían apostado,apostando,apostado,hube apostado,hubiste apostado,hubo apostado,hubimos apostado,hubisteis apostado,hubieron apostado,apostando,apostado,habría apostado,habrías apostado,habría apostado,habríamos apostado,habríais apostado,habrían apostado,apostando,apostado,apueste,apuestes,apueste,apostemos,apostéis,apuesten,apostando,apostado,apostara,apostaras,apostara,apostáramos,apostarais,apostaran,apostando,apostado,apostare,apostares,apostare,apostáremos,apostareis,apostaren,apostando,apostado,haya apostado,hayas apostado,haya apostado,hayamos apostado,hayáis apostado,hayan apostado,apostando,apostado,hubiere apostado,hubieres apostado,hubiere apostado,hubiéremos apostado,hubiereis apostado,hubieren apostado,apostando,apostado,hubiera apostado,hubieras apostado,hubiera apostado,hubiéramos apostado,hubierais apostado,hubieran apostado,apostando,apostado,apuesta,apostad,apueste,apuesten,apostando,apostado,no apuestes,no apostéis,no apueste,no apuesten,apostando,apostado,apostar,60
apreciar,"to appreciate, value, esteem, estimate, notice",aprecio,aprecias,aprecia,apreciamos,apreciáis,aprecian,apreciando,apreciado,apreciaré,apreciarás,apreciará,apreciaremos,apreciaréis,apreciarán,apreciando,apreciado,apreciaba,apreciabas,apreciaba,apreciábamos,apreciabais,apreciaban,apreciando,apreciado,aprecié,apreciaste,apreció,apreciamos,apreciasteis,apreciaron,apreciando,apreciado,apreciaría,apreciarías,apreciaría,apreciaríamos,apreciaríais,apreciarían,apreciando,apreciado,he apreciado,has apreciado,ha apreciado,hemos apreciado,habéis apreciado,han apreciado,apreciando,apreciado,habré apreciado,habrás apreciado,habrá apreciado,habremos apreciado,habréis apreciado,habrán apreciado,apreciando,apreciado,había apreciado,habías apreciado,había apreciado,habíamos apreciado,habíais apreciado,habían apreciado,apreciando,apreciado,hube apreciado,hubiste apreciado,hubo apreciado,hubimos apreciado,hubisteis apreciado,hubieron apreciado,apreciando,apreciado,habría apreciado,habrías apreciado,habría apreciado,habríamos apreciado,habríais apreciado,habrían apreciado,apreciando,apreciado,aprecie,aprecies,aprecie,apreciemos,apreciéis,aprecien,apreciando,apreciado,apreciara,apreciaras,apreciara,apreciáramos,apreciarais,apreciaran,apreciando,apreciado,apreciare,apreciares,apreciare,apreciáremos,apreciareis,apreciaren,apreciando,apreciado,haya apreciado,hayas apreciado,haya apreciado,hayamos apreciado,hayáis apreciado,hayan apreciado,apreciando,apreciado,hubiere apreciado,hubieres apreciado,hubiere apreciado,hubiéremos apreciado,hubiereis apreciado,hubieren apreciado,apreciando,apreciado,hubiera apreciado,hubieras apreciado,hubiera apreciado,hubiéramos apreciado,hubierais apreciado,hubieran apreciado,apreciando,apreciado,aprecia,apreciad,aprecie,aprecien,apreciando,apreciado,no aprecies,no apreciéis,no aprecie,no aprecien,apreciando,apreciado,apreciar,61
aprender,to learn,aprendo,aprendes,aprende,aprendemos,aprendéis,aprenden,aprendiendo,aprendido,aprenderé,aprenderás,aprenderá,aprenderemos,aprenderéis,aprenderán,aprendiendo,aprendido,aprendía,aprendías,aprendía,aprendíamos,aprendíais,aprendían,aprendiendo,aprendido,aprendí,aprendiste,aprendió,aprendimos,aprendisteis,aprendieron,aprendiendo,aprendido,aprendería,aprenderías,aprendería,aprenderíamos,aprenderíais,aprenderían,aprendiendo,aprendido,he aprendido,has aprendido,ha aprendido,hemos aprendido,habéis aprendido,han aprendido,aprendiendo,aprendido,habré aprendido,habrás aprendido,habrá aprendido,habremos aprendido,habréis aprendido,habrán aprendido,aprendiendo,aprendido,había aprendido,habías aprendido,había aprendido,habíamos aprendido,habíais aprendido,habían aprendido,aprendiendo,aprendido,hube aprendido,hubiste aprendido,hubo aprendido,hubimos aprendido,hubisteis aprendido,hubieron aprendido,aprendiendo,aprendido,habría aprendido,habrías aprendido,habría aprendido,habríamos aprendido,habríais aprendido,habrían aprendido,aprendiendo,aprendido,aprenda,aprendas,aprenda,aprendamos,aprendáis,aprendan,aprendiendo,aprendido,aprendiera,aprendieras,aprendiera,aprendiéramos,aprendierais,aprendieran,aprendiendo,aprendido,aprendiere,aprendieres,aprendiere,aprendiéremos,aprendiereis,aprendieren,aprendiendo,aprendido,haya aprendido,hayas aprendido,haya aprendido,hayamos aprendido,hayáis aprendido,hayan aprendido,aprendiendo,aprendido,hubiere aprendido,hubieres aprendido,hubiere aprendido,hubiéremos aprendido,hubiereis aprendido,hubieren aprendido,aprendiendo,aprendido,hubiera aprendido,hubieras aprendido,hubiera aprendido,hubiéramos aprendido,hubierais aprendido,hubieran aprendido,aprendiendo,aprendido,aprende,aprended,aprenda,aprendan,aprendiendo,aprendido,no aprendas,no aprendáis,no aprenda,no aprendan,aprendiendo,aprendido,aprender,62
apretar,to be too tight; to squeeze; to tighten [up]; to press [down/against],aprieto,aprietas,aprieta,apretamos,apretáis,aprietan,apretando,apretado,apretaré,apretarás,apretará,apretaremos,apretaréis,apretarán,apretando,apretado,apretaba,apretabas,apretaba,apretábamos,apretabais,apretaban,apretando,apretado,apreté,apretaste,apretó,apretamos,apretasteis,apretaron,apretando,apretado,apretaría,apretarías,apretaría,apretaríamos,apretaríais,apretarían,apretando,apretado,he apretado,has apretado,ha apretado,hemos apretado,habéis apretado,han apretado,apretando,apretado,habré apretado,habrás apretado,habrá apretado,habremos apretado,habréis apretado,habrán apretado,apretando,apretado,había apretado,habías apretado,había apretado,habíamos apretado,habíais apretado,habían apretado,apretando,apretado,hube apretado,hubiste apretado,hubo apretado,hubimos apretado,hubisteis apretado,hubieron apretado,apretando,apretado,habría apretado,habrías apretado,habría apretado,habríamos apretado,habríais apretado,habrían apretado,apretando,apretado,apriete,aprietes,apriete,apretemos,apretéis,aprieten,apretando,apretado,apretara,apretaras,apretara,apretáramos,apretarais,apretaran,apretando,apretado,apretare,apretares,apretare,apretáremos,apretareis,apretaren,apretando,apretado,haya apretado,hayas apretado,haya apretado,hayamos apretado,hayáis apretado,hayan apretado,apretando,apretado,hubiere apretado,hubieres apretado,hubiere apretado,hubiéremos apretado,hubiereis apretado,hubieren apretado,apretando,apretado,hubiera apretado,hubieras apretado,hubiera apretado,hubiéramos apretado,hubierais apretado,hubieran apretado,apretando,apretado,aprieta,apretad,apriete,aprieten,apretando,apretado,no aprietes,no apretéis,no apriete,no aprieten,apretando,apretado,apretar,63
asistir,to attend,asisto,asistes,asiste,asistimos,asistís,asisten,asistiendo,asistido,asistiré,asistirás,asistirá,asistiremos,asistiréis,asistirán,asistiendo,asistido,asistía,asistías,asistía,asistíamos,asistíais,asistían,asistiendo,asistido,asistí,asististe,asistió,asistimos,asististeis,asistieron,asistiendo,asistido,asistiría,asistirías,asistiría,asistiríamos,asistiríais,asistirían,asistiendo,asistido,he asistido,has asistido,ha asistido,hemos asistido,habéis asistido,han asistido,asistiendo,asistido,habré asistido,habrás asistido,habrá asistido,habremos asistido,habréis asistido,habrán asistido,asistiendo,asistido,había asistido,habías asistido,había asistido,habíamos asistido,habíais asistido,habían asistido,asistiendo,asistido,hube asistido,hubiste asistido,hubo asistido,hubimos asistido,hubisteis asistido,hubieron asistido,asistiendo,asistido,habría asistido,habrías asistido,habría asistido,habríamos asistido,habríais asistido,habrían asistido,asistiendo,asistido,asista,asistas,asista,asistamos,asistáis,asistan,asistiendo,asistido,asistiera,asistieras,asistiera,asistiéramos,asistierais,asistieran,asistiendo,asistido,asistiere,asistieres,asistiere,asistiéremos,asistiereis,asistieren,asistiendo,asistido,haya asistido,hayas asistido,haya asistido,hayamos asistido,hayáis asistido,hayan asistido,asistiendo,asistido,hubiere asistido,hubieres asistido,hubiere asistido,hubiéremos asistido,hubiereis asistido,hubieren asistido,asistiendo,asistido,hubiera asistido,hubieras asistido,hubiera asistido,hubiéramos asistido,hubierais asistido,hubieran asistido,asistiendo,asistido,asiste,asistid,asista,asistan,asistiendo,asistido,no asistas,no asistáis,no asista,no asistan,asistiendo,asistido,asistir,64
aprobar,to pass,apruebo,apruebas,aprueba,aprobamos,aprobáis,aprueban,aprobando,aprobado,aprobaré,aprobarás,aprobará,aprobaremos,aprobaréis,aprobarán,aprobando,aprobado,aprobaba,aprobabas,aprobaba,aprobábamos,aprobabais,aprobaban,aprobando,aprobado,aprobé,aprobaste,aprobó,aprobamos,aprobasteis,aprobaron,aprobando,aprobado,aprobaría,aprobarías,aprobaría,aprobaríamos,aprobaríais,aprobarían,aprobando,aprobado,he aprobado,has aprobado,ha aprobado,hemos aprobado,habéis aprobado,han aprobado,aprobando,aprobado,habré aprobado,habrás aprobado,habrá aprobado,habremos aprobado,habréis aprobado,habrán aprobado,aprobando,aprobado,había aprobado,habías aprobado,había aprobado,habíamos aprobado,habíais aprobado,habían aprobado,aprobando,aprobado,hube aprobado,hubiste aprobado,hubo aprobado,hubimos aprobado,hubisteis aprobado,hubieron aprobado,aprobando,aprobado,habría aprobado,habrías aprobado,habría aprobado,habríamos aprobado,habríais aprobado,habrían aprobado,aprobando,aprobado,apruebe,apruebes,apruebe,aprobemos,aprobéis,aprueben,aprobando,aprobado,aprobara,aprobaras,aprobara,aprobáramos,aprobarais,aprobaran,aprobando,aprobado,aprobare,aprobares,aprobare,aprobáremos,aprobareis,aprobaren,aprobando,aprobado,haya aprobado,hayas aprobado,haya aprobado,hayamos aprobado,hayáis aprobado,hayan aprobado,aprobando,aprobado,hubiere aprobado,hubieres aprobado,hubiere aprobado,hubiéremos aprobado,hubiereis aprobado,hubieren aprobado,aprobando,aprobado,hubiera aprobado,hubieras aprobado,hubiera aprobado,hubiéramos aprobado,hubierais aprobado,hubieran aprobado,aprobando,aprobado,aprueba,aprobad,apruebe,aprueben,aprobando,aprobado,no apruebes,no aprobéis,no apruebe,no aprueben,aprobando,aprobado,aprobar,65
